image_id,question,category,concise_prompt,n_descriptions_used
1943,"The diagram shows a net of an octahedron. When this is folded to form the octahedron, which of the labelled line segments will coincide with the line segment labelled $x$ ? <image1>",solid geometry,"Draw a diagram with two main elements: a net of 6 congruent triangles on the left, arranged in a horizontal strip of 4 triangles with one triangle attached above the left end and one below the right end, labeled with ""C"", ""B"", ""A"", ""D"", ""E"", and ""x"", and a 3D octahedron on the right, with solid edges and dashed hidden edges, and light gray shading on both the net and octahedron faces.",4
1944,A square has two of its vertices on a semicircle and the other two on the diameter of the semicircle as shown. The radius of the circle is 1 . What is the area of the square? <image1>,metric geometry - area,"Draw a semicircle with a horizontal diameter line, and a square inside it, where the square's bottom edge lies on the diameter and its top corners touch the semicircle's arc. The square is centered horizontally within the semicircle. All lines are solid and black on a white background. The figure is two-dimensional with no labels, numbers, or special marks.",4
1945,"A network consists of 16 vertices and 24 edges that connect them, as shown. An ant begins at the vertex labelled Start. Every minute, it walks from one vertex to a neighbouring vertex, crawling along a connecting edge. At which of the vertices labelled $P, Q, R, S, T$ can the ant be after 2019 minutes? <image1>",algebra,"Draw a ring-shaped network with 2 concentric octagons, connected by 8 straight segments, forming 8 trapezoid-like panels. Label the top ""Start"", inside the ring label ""P"", ""Q"", ""S"" in the lower half, and outside the ring label ""R"" below and ""T"" to the right. Use solid black lines and text on a white background.",4
1946,"The diagram shows triangle $J K L$ of area $S$. The point $M$ is the midpoint of $K L$. The points $P, Q, R$ lie on the extended lines $L J, M J, K J$, respectively, such that $J P=2 \times J L, J Q=3 \times J M$ and $J R=4 \times J K$.
What is the area of triangle $P Q R$ ? <image1>",metric geometry - area,"Draw a geometric diagram with a triangle JKL, where J is the central point, K is above and to the right, and L is to the right. Point M is on line segment KL, closer to L. Extend lines from J to points P, Q, and R, where P is to the left, Q is below and to the left, and R is below J. Label all points with their respective letters. Use solid black lines and a white background.",4
1947,"The diagram shows a shape made from ten squares of side-length $1 \mathrm{~cm}$, joined edge to edge. What is the length of its perimeter, in centimetres?
<image1>",combinatorial geometry,"Draw a 2D diagram of 10 identical squares, arranged in 3 rows: a middle row of 6 squares, a top row of 2 squares above the rightmost 2 squares of the middle row, and a bottom row of 2 squares below the 3rd and 4th squares of the middle row. All squares are light gray with thin black outlines and are connected edge-to-edge.",4
1948,"In the calculations shown, each letter stands for a digit. They are used to make some two-digit numbers. The two numbers on the left have a total of 79. What is the total of the four numbers on the right? <image1>",algebra,"Draw two vertical arithmetic layouts side by side. On the left: ""J K"" above ""+ L M"" with an underline, then ""7 9"" below. On the right: ""J M"" at top, then ""+ L M"", then ""+ J K"", then ""+ L K"" with an underline, then ""?"" at the bottom. Use black text on a white background with standard font sizing.",4
1949,"The shortest path from Atown to Cetown runs through Betown. Two of the signposts that can be seen on this path are shown, but one of them is broken and a number missing. What distance was written on the broken sign? <image1>",metric geometry - length,"Draw two roadside signposts side by side, each with a vertical light gray post and three horizontal arrow-shaped signs stacked vertically. The left signpost has signs pointing left with text ""Atown 3 km"", ""Betown 1 km"", and ""Cetown 9 km"". The right signpost has signs pointing right, with text ""Atown 6 km"", a broken sign with ""Betown"" and no distance, and ""Cetown 6 km"". Use black outlines, text, and details, with a white background.",4
1950,Freda wants to write a number in each of the nine cells of this figure so that the sum of the three numbers on each diameter is 13 and the sum of the eight numbers on the circumference is 40. What number must be written in the central cell? <image1>,algebra,"Draw a diagram with a large circle and 9 rounded-corner squares: 1 central square and 8 outer squares evenly spaced around the circle. Label the central square with a question mark ""?"". Connect the central square to each outer square with a straight line, forming 8 spokes. Ensure the circle passes behind the spokes and encloses the squares. Use solid black lines and a white background.",4
1951,Two squares of different sizes are drawn inside an equilateral triangle. One side of one of these squares lies on one of the sides of the triangle as shown. What is the size of the angle marked by the question mark? <image1>,metric geometry - angle,"Draw a large equilateral triangle with a horizontal base, containing two black-outlined squares of different sizes inside it. The larger square is near the left-central area, and the smaller square is near the right-central area. Label an angle near the top-left of the larger square as ""70°"" and another angle near the center-right as ""?"". Include a short green line segment near the lower junction between the two squares.",4
1952,A vertical stained glass square window of area $81 \mathrm{~cm}^{2}$ is made out of six triangles of equal area (see figure). A fly is sitting on the exact spot where the six triangles meet. How far from the bottom of the window is the fly sitting? <image1>,metric geometry - length,"Draw a square with a solid black outline, divided into 6 triangular regions by 6 solid black line segments radiating from a single interior point. The point is located slightly to the right of center and slightly above mid-height. The lines connect to the 4 corners and 2 midpoints of opposite sides, creating 6 triangles of varying sizes. Alternate triangles are shaded in dark gray and light gray, creating a pinwheel pattern. No labels, numbers, or annotations are present.",4
1953,Two identical rectangles with sides of length $3 \mathrm{~cm}$ and $9 \mathrm{~cm}$ are overlapping as in the diagram. What is the area of the overlap of the two rectangles? <image1>,transformation geometry,"Draw two identical long, thin rectangles, one horizontal and one tilted, overlapping to form a shaded parallelogram in the center. The rectangles have no labels or numbers, and the overlap region is filled with a uniform light grey color. The entire figure is centered and two-dimensional, with solid black lines and a white background.",4
1954,"In each of the cells, a number is to be written so that the sum of the 4 numbers in each row and in each column are the same.
<image1>
What number must be written in the shaded cell?",algebra,"Draw a 4x4 grid with 16 equal-sized cells, containing single-digit numbers in some cells: top row has ""1"", ""6"", ""3"" with the second cell empty, second row has ""2"", ""2"", ""8"" with the first cell empty, third row has ""7"", ""4"" with the first and third cells empty, and the bottom row has ""7"" in the third cell, with the bottom-left cell shaded gray and empty, and the second and fourth cells empty.",4
